2022-02-16 10:50:15.099153
JIO,Name,MRP,Price,Pincode
490503478,Nescafe Classic Instant Coffee 100 g (Jar),None,None,388110
490675817,Aashirvaad Multigrain Atta 5 kg,  305.00,  265.00,201305
491019524,Daawat Rozana Super Basmati Rice 5 kg,  390.00,  325.00,201305
491319789,Sunfeast Dark Fantasy Original Choco Filled Cookie 12.5 g (Pack of 24),  150.00,  99.00,201305
491409954,Kellogg's Nuts Delight Muesli 750 g,None,None,201305
491321729,Raw Pressery Orange Juice 1 l,None,None,201305
490010244,Gowardhan Pure Cow Ghee 1 L (Pouch),None,None,201305
491187481,Bournvita 750 g,  310.00,  270.00,201305
490915877,Lux Rose & Vitamin E Soft Glowing Skin Soap Bar 150 g (Pack of 3),  165.00,  132.00,201305
490002255,Santoor Sandal & Turmeric Soap 125 g (Pack of 4),None,None,201305
491161296,Britannia Good Day Cashew Cookies 100 g,  20.00,  17.00,201305
490007701,Britannia NutriChoice Hi-Fibre Digestive Biscuits 100 g,  25.00,  22.00,201305
490008739,Parle-G Original Glucose Biscuits 800 g,  80.00,  74.40,201305
491439006,Parle Monaco Classic Regular Salted Biscuits 400 g,  60.00,  54.00,201305
491338173,Parle Platina Hide & Seek Chocolate Chip Cookies 350 g,None,None,201305
490009551,Haldiram's Nagpur Bhujia Sev 1 kg,None,None,201305
490000041,Aashirvaad Whole Wheat Atta 10 kg,  390.00,  349.00,201305
490000073,Tata Iodised Salt 1 kg,  24.00,  22.00,201305
590032549,Fortune Sunlite Refined Sunflower Oil 5 L + Fortune Everyday Basmati Rice 5 kg (Combo Pack),None,None,201305
490000058,Saffola Tasty Pro Fitness Concious Corn Based Blended Oil 1 L,None,None,201305
491614721,Tata Sampann White Poha 500 g,  44.00,  41.00,201305
490000057,Saffola Gold Pro Healthy Lifestyle RiceBran Based Blended Oil 1 L,  205.00,  189.00,201305
491320044,Real Fruit Power Mosambi Juice 1 L,None,None,201305
490967439,Red Label Natural Care Tea 500 g (Carton),  295.00,  280.25,201305
490503478,Nescafe Classic Instant Coffee 100 g (Jar),None,None,201305
490675817,Aashirvaad Multigrain Atta 5 kg,None,None,342008
491019524,Daawat Rozana Super Basmati Rice 5 kg,  390.00,  325.00,342008
491319789,Sunfeast Dark Fantasy Original Choco Filled Cookie 12.5 g (Pack of 24),  150.00,  99.00,342008
491409954,Kellogg's Nuts Delight Muesli 750 g,None,None,342008
491321729,Raw Pressery Orange Juice 1 l,None,None,342008
490010244,Gowardhan Pure Cow Ghee 1 L (Pouch),None,None,342008
491187481,Bournvita 750 g,  310.00,  270.00,342008
490915877,Lux Rose & Vitamin E Soft Glowing Skin Soap Bar 150 g (Pack of 3),  165.00,  132.00,342008
490002255,Santoor Sandal & Turmeric Soap 125 g (Pack of 4),None,None,342008
491161296,Britannia Good Day Cashew Cookies 100 g,  20.00,  17.00,342008
490007701,Britannia NutriChoice Hi-Fibre Digestive Biscuits 100 g,  25.00,  22.00,342008
490008739,Parle-G Original Glucose Biscuits 800 g,None,None,342008
491439006,Parle Monaco Classic Regular Salted Biscuits 400 g,None,None,342008
491338173,Parle Platina Hide & Seek Chocolate Chip Cookies 350 g,None,None,342008
490009551,Haldiram's Nagpur Bhujia Sev 1 kg,None,None,342008
490000041,Aashirvaad Whole Wheat Atta 10 kg,None,None,342008
490000073,Tata Iodised Salt 1 kg,None,None,342008
590032549,Fortune Sunlite Refined Sunflower Oil 5 L + Fortune Everyday Basmati Rice 5 kg (Combo Pack),None,None,342008
490000058,Saffola Tasty Pro Fitness Concious Corn Based Blended Oil 1 L,None,None,342008
491614721,Tata Sampann White Poha 500 g,None,None,342008
490000057,Saffola Gold Pro Healthy Lifestyle RiceBran Based Blended Oil 1 L,None,None,342008
491320044,Real Fruit Power Mosambi Juice 1 L,None,None,342008
490967439,Red Label Natural Care Tea 500 g (Carton),None,None,342008
490503478,Nescafe Classic Instant Coffee 100 g (Jar),  310.00,  275.00,342008
490675817,Aashirvaad Multigrain Atta 5 kg,  315.00,  262.00,394518
491019524,Daawat Rozana Super Basmati Rice 5 kg,  390.00,  325.00,394518
491319789,Sunfeast Dark Fantasy Original Choco Filled Cookie 12.5 g (Pack of 24),  150.00,  99.00,394518
491409954,Kellogg's Nuts Delight Muesli 750 g,None,None,394518
491321729,Raw Pressery Orange Juice 1 l,None,None,394518
490010244,Gowardhan Pure Cow Ghee 1 L (Pouch),  579.00,  499.00,394518
491187481,Bournvita 750 g,  310.00,  264.00,394518
490915877,Lux Rose & Vitamin E Soft Glowing Skin Soap Bar 150 g (Pack of 3),  165.00,  132.00,394518
490002255,Santoor Sandal & Turmeric Soap 125 g (Pack of 4),  180.00,  145.00,394518
491161296,Britannia Good Day Cashew Cookies 100 g,  20.00,  17.00,394518
490007701,Britannia NutriChoice Hi-Fibre Digestive Biscuits 100 g,  25.00,  22.00,394518
490008739,Parle-G Original Glucose Biscuits 800 g,  75.00,  67.50,394518
491439006,Parle Monaco Classic Regular Salted Biscuits 400 g,  60.00,  54.00,394518
491338173,Parle Platina Hide & Seek Chocolate Chip Cookies 350 g,None,None,394518
490009551,Haldiram's Nagpur Bhujia Sev 1 kg,  240.00,  185.00,394518
490000041,Aashirvaad Whole Wheat Atta 10 kg,  412.00,  341.00,394518
490000073,Tata Iodised Salt 1 kg,  24.00,  22.00,394518
590032549,Fortune Sunlite Refined Sunflower Oil 5 L + Fortune Everyday Basmati Rice 5 kg (Combo Pack),None,None,394518
490000058,Saffola Tasty Pro Fitness Concious Corn Based Blended Oil 1 L,None,None,394518
491614721,Tata Sampann White Poha 500 g,None,None,394518
490000057,Saffola Gold Pro Healthy Lifestyle RiceBran Based Blended Oil 1 L,None,None,394518
491320044,Real Fruit Power Mosambi Juice 1 L,None,None,394518
490967439,Red Label Natural Care Tea 500 g (Carton),None,None,394518
490503478,Nescafe Classic Instant Coffee 100 g (Jar),None,None,394518
